topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
college_mathematics,C,B,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""27/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""29/53"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,A,B,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""10/11""],""high_school_mathematics"":[""27/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""29/53"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,A,A,A,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""10/11""],""high_school_mathematics"":[""27/51"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""29/54"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,D,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""10/11""],""high_school_mathematics"":[""28/52"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""29/54"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""28/52"",""22/50"",""3/6""],""college_mathematics"":[""22/50"",""29/54"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,D,D,D,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""28/52"",""23/51"",""3/6""],""college_mathematics"":[""22/50"",""29/54"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,B,B,B,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""28/52"",""23/51"",""4/7""],""college_mathematics"":[""22/50"",""29/54"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""12/13""],""high_school_mathematics"":[""28/52"",""23/51"",""4/7""],""college_mathematics"":[""22/50"",""29/54"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,D,A,A,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""12/13""],""high_school_mathematics"":[""28/52"",""23/51"",""4/8""],""college_mathematics"":[""22/50"",""29/54"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":true,""college_mathematics"":false}"
college_mathematics,C,C,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""12/13""],""high_school_mathematics"":[""28/52"",""23/51"",""4/8""],""college_mathematics"":[""22/50"",""30/55"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":true,""college_mathematics"":false}"
college_mathematics,D,A,D,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""12/13""],""high_school_mathematics"":[""28/52"",""23/51"",""4/8""],""college_mathematics"":[""22/50"",""30/56"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":true,""college_mathematics"":false}"
high_school_mathematics,C,C,C,C,True,False,False,,,False,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""12/13""],""high_school_mathematics"":[""28/52"",""24/52"",""4/8""],""college_mathematics"":[""22/50"",""30/56"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,D,D,D,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""12/13""],""high_school_mathematics"":[""28/52"",""25/53"",""4/8""],""college_mathematics"":[""22/50"",""30/56"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,B,B,B,B,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""12/13""],""high_school_mathematics"":[""29/53"",""25/53"",""4/8""],""college_mathematics"":[""22/50"",""30/56"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""13/14""],""high_school_mathematics"":[""29/53"",""25/53"",""4/8""],""college_mathematics"":[""22/50"",""30/56"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""13/14""],""high_school_mathematics"":[""29/53"",""25/53"",""4/8""],""college_mathematics"":[""22/50"",""31/57"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,D,D,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""13/14""],""high_school_mathematics"":[""29/53"",""25/53"",""4/8""],""college_mathematics"":[""22/50"",""31/58"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""14/15""],""high_school_mathematics"":[""29/53"",""25/53"",""4/8""],""college_mathematics"":[""22/50"",""31/58"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""15/16""],""high_school_mathematics"":[""29/53"",""25/53"",""4/8""],""college_mathematics"":[""22/50"",""31/58"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,B,D,B,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""15/16""],""high_school_mathematics"":[""29/53"",""25/54"",""4/8""],""college_mathematics"":[""22/50"",""31/58"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""16/17""],""high_school_mathematics"":[""29/53"",""25/54"",""4/8""],""college_mathematics"":[""22/50"",""31/58"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,A,B,A,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""16/17""],""high_school_mathematics"":[""29/53"",""25/54"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""17/18""],""high_school_mathematics"":[""29/53"",""25/54"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,B,C,D,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""17/18""],""high_school_mathematics"":[""29/53"",""25/55"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,B,C,B,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""17/18""],""high_school_mathematics"":[""29/53"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,B,D,D,D,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""17/18""],""high_school_mathematics"":[""30/54"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,D,A,A,A,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""17/18""],""high_school_mathematics"":[""31/55"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,B,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""17/18""],""high_school_mathematics"":[""32/56"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/19""],""high_school_mathematics"":[""32/56"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/19""],""high_school_mathematics"":[""33/57"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""19/20""],""high_school_mathematics"":[""33/57"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,A,C,C,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""19/20""],""high_school_mathematics"":[""34/58"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/59"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,C,D,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""19/20""],""high_school_mathematics"":[""34/58"",""25/56"",""4/8""],""college_mathematics"":[""22/50"",""31/60"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,A,C,A,True,False,False,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""19/20""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""31/60"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,A,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/21""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""31/60"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,C,B,C,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/21""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""31/61"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,A,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""21/22""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""31/61"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""22/23""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""31/61"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,A,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""22/23""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""32/62"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,C,D,C,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""22/23""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""32/63"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,B,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""22/23""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""33/64"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,C,B,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""22/23""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""34/65"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,C,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""23/24""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""34/65"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,C,A,C,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""23/24""],""high_school_mathematics"":[""34/58"",""25/57"",""4/8""],""college_mathematics"":[""22/50"",""34/66"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,D,D,D,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""23/24""],""high_school_mathematics"":[""34/58"",""25/57"",""5/9""],""college_mathematics"":[""22/50"",""34/66"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,B,B,B,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""23/24""],""high_school_mathematics"":[""34/58"",""25/57"",""5/9""],""college_mathematics"":[""22/50"",""34/67"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,A,A,A,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""23/24""],""high_school_mathematics"":[""34/58"",""25/57"",""5/9""],""college_mathematics"":[""22/50"",""35/68"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""24/25""],""high_school_mathematics"":[""34/58"",""25/57"",""5/9""],""college_mathematics"":[""22/50"",""35/68"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,C,B,B,C,False,True,,False,,True,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""24/25""],""high_school_mathematics"":[""34/59"",""25/57"",""5/9""],""college_mathematics"":[""22/50"",""35/68"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,A,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""24/25""],""high_school_mathematics"":[""34/59"",""25/57"",""5/9""],""college_mathematics"":[""22/50"",""36/69"",""2/6""]}","{""elementary_mathematics"":false,""high_school_mathematics"":false,""college_mathematics"":false}"
