topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
college_mathematics,B,C,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""28/51"",""23/51"",""4/8""],""college_mathematics"":[""22/50"",""26/50"",""5/8""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,A,A,A,False,False,,,,False,,You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""28/51"",""23/51"",""5/9""],""college_mathematics"":[""22/50"",""26/50"",""5/8""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,C,C,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""28/51"",""23/51"",""5/9""],""college_mathematics"":[""22/50"",""26/50"",""5/9""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
college_mathematics,B,A,B,C,False,True,,True,False,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""28/51"",""23/51"",""5/9""],""college_mathematics"":[""22/51"",""26/50"",""5/9""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""28/51"",""23/51"",""6/10""],""college_mathematics"":[""22/51"",""26/50"",""5/9""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""9/10""],""high_school_mathematics"":[""28/51"",""23/51"",""6/10""],""college_mathematics"":[""22/51"",""26/50"",""6/10""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""10/11""],""high_school_mathematics"":[""28/51"",""23/51"",""6/10""],""college_mathematics"":[""22/51"",""26/50"",""6/10""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,C,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""10/11""],""high_school_mathematics"":[""28/51"",""23/51"",""7/11""],""college_mathematics"":[""22/51"",""26/50"",""6/10""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""28/51"",""23/51"",""7/11""],""college_mathematics"":[""22/51"",""26/50"",""6/10""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,B,B,B,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""11/12""],""high_school_mathematics"":[""28/51"",""23/51"",""7/11""],""college_mathematics"":[""22/51"",""26/50"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
elementary_mathematics,A,C,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""12/13""],""high_school_mathematics"":[""28/51"",""23/51"",""7/11""],""college_mathematics"":[""22/51"",""26/50"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""13/14""],""high_school_mathematics"":[""28/51"",""23/51"",""7/11""],""college_mathematics"":[""22/51"",""26/50"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""14/15""],""high_school_mathematics"":[""28/51"",""23/51"",""7/11""],""college_mathematics"":[""22/51"",""26/50"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
high_school_mathematics,A,B,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""14/15""],""high_school_mathematics"":[""28/51"",""23/51"",""8/12""],""college_mathematics"":[""22/51"",""26/50"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
high_school_mathematics,C,B,D,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""14/15""],""high_school_mathematics"":[""28/51"",""23/51"",""8/13""],""college_mathematics"":[""22/51"",""26/50"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":true}"
high_school_mathematics,D,B,C,D,False,True,,True,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""14/15""],""high_school_mathematics"":[""28/52"",""23/51"",""8/13""],""college_mathematics"":[""22/51"",""26/50"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
college_mathematics,D,C,D,D,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""14/15""],""high_school_mathematics"":[""28/52"",""23/51"",""8/13""],""college_mathematics"":[""22/51"",""27/51"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,B,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""14/15""],""high_school_mathematics"":[""28/52"",""23/51"",""9/14""],""college_mathematics"":[""22/51"",""27/51"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""15/16""],""high_school_mathematics"":[""28/52"",""23/51"",""9/14""],""college_mathematics"":[""22/51"",""27/51"",""6/11""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,D,C,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""15/16""],""high_school_mathematics"":[""28/52"",""23/51"",""9/14""],""college_mathematics"":[""22/51"",""27/51"",""7/12""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""15/16""],""high_school_mathematics"":[""28/52"",""23/51"",""9/14""],""college_mathematics"":[""22/51"",""27/51"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,C,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""15/16""],""high_school_mathematics"":[""28/52"",""23/51"",""10/15""],""college_mathematics"":[""22/51"",""27/51"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""16/17""],""high_school_mathematics"":[""28/52"",""23/51"",""10/15""],""college_mathematics"":[""22/51"",""27/51"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""17/18""],""high_school_mathematics"":[""28/52"",""23/51"",""10/15""],""college_mathematics"":[""22/51"",""27/51"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,A,C,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/19""],""high_school_mathematics"":[""28/52"",""23/51"",""10/15""],""college_mathematics"":[""22/51"",""27/51"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,B,D,B,B,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/19""],""high_school_mathematics"":[""28/52"",""23/51"",""10/15""],""college_mathematics"":[""22/51"",""28/52"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/19""],""high_school_mathematics"":[""28/52"",""23/51"",""11/16""],""college_mathematics"":[""22/51"",""28/52"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,B,B,B,B,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/19""],""high_school_mathematics"":[""28/52"",""23/51"",""11/16""],""college_mathematics"":[""22/51"",""29/53"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,C,C,A,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/19""],""high_school_mathematics"":[""28/52"",""23/51"",""11/17""],""college_mathematics"":[""22/51"",""29/53"",""8/13""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
elementary_mathematics,A,A,A,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/20""],""high_school_mathematics"":[""28/52"",""23/51"",""11/17""],""college_mathematics"":[""22/51"",""29/53"",""8/13""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":true}"
college_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/20""],""high_school_mathematics"":[""28/52"",""23/51"",""11/17""],""college_mathematics"":[""22/51"",""29/53"",""9/14""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":true}"
high_school_mathematics,D,B,D,B,False,True,,True,,True,,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/20""],""high_school_mathematics"":[""28/53"",""23/51"",""11/17""],""college_mathematics"":[""22/51"",""29/53"",""9/14""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,B,A,B,C,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/20""],""high_school_mathematics"":[""28/53"",""23/52"",""11/17""],""college_mathematics"":[""22/51"",""29/53"",""9/14""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,C,C,C,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""18/20""],""high_school_mathematics"":[""28/53"",""23/52"",""11/17""],""college_mathematics"":[""22/51"",""30/54"",""9/14""]}","{""elementary_mathematics"":true,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,C,C,C,False,True,,False,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""18/20""],""high_school_mathematics"":[""28/53"",""23/52"",""11/17""],""college_mathematics"":[""22/51"",""30/54"",""9/14""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,D,C,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""18/20""],""high_school_mathematics"":[""28/53"",""23/52"",""12/18""],""college_mathematics"":[""22/51"",""30/54"",""9/14""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,C,C,D,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""18/20""],""high_school_mathematics"":[""28/53"",""23/52"",""12/18""],""college_mathematics"":[""22/51"",""30/54"",""9/15""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
elementary_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""19/21""],""high_school_mathematics"":[""28/53"",""23/52"",""12/18""],""college_mathematics"":[""22/51"",""30/54"",""9/15""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
elementary_mathematics,D,C,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""20/22""],""high_school_mathematics"":[""28/53"",""23/52"",""12/18""],""college_mathematics"":[""22/51"",""30/54"",""9/15""]}","{""elementary_mathematics"":false,""college_mathematics"":true,""high_school_mathematics"":false}"
college_mathematics,C,A,C,A,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""20/22""],""high_school_mathematics"":[""28/53"",""23/52"",""12/18""],""college_mathematics"":[""22/51"",""30/55"",""9/15""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,D,C,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""20/22""],""high_school_mathematics"":[""28/53"",""23/52"",""12/18""],""college_mathematics"":[""22/51"",""30/55"",""10/16""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,C,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""20/22""],""high_school_mathematics"":[""28/53"",""23/52"",""13/19""],""college_mathematics"":[""22/51"",""30/55"",""10/16""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
elementary_mathematics,B,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""21/23""],""high_school_mathematics"":[""28/53"",""23/52"",""13/19""],""college_mathematics"":[""22/51"",""30/55"",""10/16""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
college_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""21/23""],""high_school_mathematics"":[""28/53"",""23/52"",""13/19""],""college_mathematics"":[""22/51"",""30/55"",""11/17""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":false}"
high_school_mathematics,C,A,A,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""21/23""],""high_school_mathematics"":[""28/53"",""23/52"",""13/20""],""college_mathematics"":[""22/51"",""30/55"",""11/17""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
college_mathematics,B,C,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""21/23""],""high_school_mathematics"":[""28/53"",""23/52"",""13/20""],""college_mathematics"":[""22/51"",""30/55"",""12/18""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
elementary_mathematics,B,B,B,B,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""22/24""],""high_school_mathematics"":[""28/53"",""23/52"",""13/20""],""college_mathematics"":[""22/51"",""30/55"",""12/18""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
college_mathematics,D,B,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""22/24""],""high_school_mathematics"":[""28/53"",""23/52"",""13/20""],""college_mathematics"":[""22/51"",""30/55"",""13/19""]}","{""elementary_mathematics"":false,""college_mathematics"":false,""high_school_mathematics"":true}"
