topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,LLM_outsourcing_overridden,human_outsourcing_overridden,ai_orch_agreement,human_orch_agreement,self_orch_agreement,recommendation,recommendation_lists,incorrect_answers_by_category
college_mathematics,C,C,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/21""],""high_school_mathematics"":[""27/50"",""25/57"",""10/13""],""college_mathematics"":[""22/51"",""29/55"",""2 / 5""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,A,A,D,C,False,False,,,False,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/21""],""high_school_mathematics"":[""27/50"",""25/57"",""10/13""],""college_mathematics"":[""22/51"",""29/55"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}"
high_school_mathematics,C,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/21""],""high_school_mathematics"":[""27/50"",""25/57"",""11/14""],""college_mathematics"":[""22/51"",""29/55"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":true}"
college_mathematics,D,D,D,A,True,False,False,,True,,,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/21""],""high_school_mathematics"":[""27/50"",""25/57"",""11/14""],""college_mathematics"":[""22/51"",""29/56"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,C,B,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/21""],""high_school_mathematics"":[""27/50"",""25/57"",""11/14""],""college_mathematics"":[""22/51"",""30/57"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,A,C,D,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""25/57"",""11/14""],""college_mathematics"":[""22/51"",""30/57"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}"
high_school_mathematics,C,C,C,C,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""26/58"",""11/14""],""college_mathematics"":[""22/51"",""30/57"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}"
college_mathematics,A,A,A,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""26/58"",""11/14""],""college_mathematics"":[""22/51"",""31/58"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}"
college_mathematics,A,A,A,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""26/58"",""11/14""],""college_mathematics"":[""22/51"",""32/59"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}"
college_mathematics,C,C,C,C,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""26/58"",""11/14""],""college_mathematics"":[""22/51"",""33/60"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}"
high_school_mathematics,B,B,B,D,True,False,False,,,,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[""40/50"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""33/60"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":true,""college_mathematics"":false}"
elementary_mathematics,B,B,B,B,False,True,,False,,True,,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""33/60"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,B,D,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""34/61"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,A,D,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""20/22""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""34/62"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,A,A,A,A,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""21/23""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""34/62"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""21/23""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""35/63"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,B,B,B,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""21/23""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""35/64"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,D,C,D,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""21/23""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""35/65"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
elementary_mathematics,B,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""22/24""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""35/65"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,B,B,B,B,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""22/24""],""high_school_mathematics"":[""27/50"",""26/59"",""11/14""],""college_mathematics"":[""22/51"",""36/66"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,D,D,D,D,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""22/24""],""high_school_mathematics"":[""27/50"",""26/59"",""12/15""],""college_mathematics"":[""22/51"",""36/66"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,C,A,C,A,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""22/24""],""high_school_mathematics"":[""27/50"",""26/59"",""12/15""],""college_mathematics"":[""22/51"",""36/67"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
high_school_mathematics,A,C,C,C,False,False,,,,,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[""41/51"",""31/50"",""22/24""],""high_school_mathematics"":[""27/50"",""26/59"",""13/16""],""college_mathematics"":[""22/51"",""36/67"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
college_mathematics,C,D,C,D,True,False,False,,True,,,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[""41/51"",""31/50"",""22/24""],""high_school_mathematics"":[""27/50"",""26/59"",""13/16""],""college_mathematics"":[""22/51"",""36/68"",""2/6""]}","{""high_school_mathematics"":false,""elementary_mathematics"":false,""college_mathematics"":false}"
