,emb1,emb2,id
45,-9.141051,13.983123,high_school_mathematics
46,2.0428107,-1.8096454,high_school_mathematics
47,12.998543,0.85528904,high_school_mathematics
48,-8.254241,-3.873948,high_school_mathematics
49,16.02253,11.285801,high_school_mathematics
50,-0.5554322,2.3281064,high_school_mathematics
51,-1.8740672,-2.5622833,high_school_mathematics
52,-19.480623,11.789749,high_school_mathematics
53,-6.9606276,-25.498707,high_school_mathematics
54,-7.6658506,20.054733,high_school_mathematics
55,-7.870608,-10.507631,high_school_mathematics
56,0.23971201,6.657071,high_school_mathematics
57,17.347286,-14.820751,high_school_mathematics
58,17.33497,7.798487,high_school_mathematics
59,-11.255514,-6.9140916,high_school_mathematics
60,-1.7594572,9.361096,high_school_mathematics
61,-27.130318,6.9452696,high_school_mathematics
62,12.667574,5.184104,high_school_mathematics
63,1.660846,10.987457,high_school_mathematics
64,-6.2648287,8.039942,high_school_mathematics
65,11.693772,15.933227,high_school_mathematics
66,-2.8498144,17.474632,high_school_mathematics
67,-10.774864,-4.3878555,high_school_mathematics
68,11.212695,-23.64052,high_school_mathematics
69,-5.085245,8.788744,high_school_mathematics
70,4.6094427,-3.7284892,high_school_mathematics
71,-14.213378,19.186874,high_school_mathematics
72,-3.1387153,5.749884,high_school_mathematics
73,7.5180225,4.6805735,high_school_mathematics
74,8.9686775,-27.797157,high_school_mathematics
75,14.275784,-23.365553,high_school_mathematics
76,-24.330437,5.187373,high_school_mathematics
77,9.125582,-4.427554,high_school_mathematics
78,-8.296701,18.355017,high_school_mathematics
79,5.712787,13.377008,high_school_mathematics
80,6.621642,12.053467,high_school_mathematics
81,-11.295764,-5.653109,high_school_mathematics
82,-11.0337925,22.683449,high_school_mathematics
83,19.761015,16.605946,high_school_mathematics
84,17.510946,17.953247,high_school_mathematics
85,22.693556,-21.164804,high_school_mathematics
86,17.242273,-12.977685,high_school_mathematics
87,6.325217,21.23348,high_school_mathematics
88,0.55851877,12.77359,high_school_mathematics
89,-3.1021392,-10.445312,high_school_mathematics
90,-24.159227,7.696216,high_school_mathematics
91,-6.7745647,-17.664885,high_school_mathematics
92,16.679571,5.76513,high_school_mathematics
93,0.41265926,7.2849693,high_school_mathematics
94,-19.441961,8.559044,high_school_mathematics
95,-11.419154,-18.693903,high_school_mathematics
96,-13.058686,15.568939,high_school_mathematics
97,-23.238272,-1.188129,high_school_mathematics
98,16.611496,-4.484762,high_school_mathematics
99,-11.422771,0.9015446,high_school_mathematics
100,7.609378,14.635176,high_school_mathematics
101,6.8681326,0.48535353,high_school_mathematics
102,0.81595314,-11.077344,high_school_mathematics
103,-22.624458,6.1477537,high_school_mathematics
104,-9.867049,-2.6344838,high_school_mathematics
105,-13.263011,12.285696,high_school_mathematics
106,-6.655558,8.869127,high_school_mathematics
107,6.2081814,-7.086563,high_school_mathematics
108,16.853008,4.260928,high_school_mathematics
109,9.634373,-14.859283,high_school_mathematics
110,-7.4518704,12.782939,high_school_mathematics
111,13.262915,-15.147915,high_school_mathematics
112,-18.732576,-2.288149,high_school_mathematics
113,-12.066207,17.014675,high_school_mathematics
114,-7.027229,-7.662054,high_school_mathematics
115,10.729934,9.57725,high_school_mathematics
116,0.9636985,-4.1510043,high_school_mathematics
117,6.3126974,-5.4244933,high_school_mathematics
118,-15.958086,5.49233,high_school_mathematics
119,-24.63715,2.088786,high_school_mathematics
120,12.859839,-3.1998377,high_school_mathematics
121,-25.869183,4.6340365,high_school_mathematics
122,12.786772,-7.6486263,high_school_mathematics
123,-0.7638943,21.770618,high_school_mathematics
124,-15.964539,4.9869347,high_school_mathematics
125,13.067639,-22.912247,high_school_mathematics
126,-14.438637,-14.425957,high_school_mathematics
127,15.5759325,19.158945,high_school_mathematics
128,0.27650362,17.018023,high_school_mathematics
129,11.916019,24.227798,high_school_mathematics
130,21.76127,-16.720606,high_school_mathematics
131,5.7324047,-24.175716,high_school_mathematics
132,21.70113,-1.3496253,high_school_mathematics
133,18.906584,-4.533006,high_school_mathematics
134,16.88809,-20.145824,high_school_mathematics
135,-29.837244,15.553257,high_school_mathematics
136,23.463215,11.919976,high_school_mathematics
137,-8.456742,11.300977,high_school_mathematics
138,4.330796,-13.207363,high_school_mathematics
139,0.06956018,-13.086892,high_school_mathematics
140,-8.96238,-22.486937,high_school_mathematics
141,7.7553735,-5.121304,high_school_mathematics
142,22.697922,-16.047255,high_school_mathematics
143,16.291662,16.210327,high_school_mathematics
144,3.8283288,8.750336,high_school_mathematics
145,6.494762,-11.24914,high_school_mathematics
146,-19.47098,21.949324,high_school_mathematics
147,-12.850392,11.052099,high_school_mathematics
148,21.37548,-10.01697,high_school_mathematics
149,-22.484612,4.1143875,high_school_mathematics
150,20.184555,-5.253745,high_school_mathematics
151,-19.054836,22.170654,high_school_mathematics
152,7.242868,-1.4819322,high_school_mathematics
153,-15.187762,16.702023,high_school_mathematics
154,22.723408,17.68903,high_school_mathematics
155,-19.75646,3.5784168,high_school_mathematics
156,23.520903,17.97528,high_school_mathematics
157,22.337887,-21.539942,high_school_mathematics
158,12.870033,-12.4129305,high_school_mathematics
159,-6.676726,-8.152252,high_school_mathematics
160,20.579166,-17.024885,high_school_mathematics
161,2.646216,4.3253713,high_school_mathematics
162,-3.6378696,-4.4941163,high_school_mathematics
163,18.331297,19.744486,high_school_mathematics
164,9.433363,1.9237463,high_school_mathematics
165,19.431631,1.6767343,high_school_mathematics
166,12.979271,12.520599,high_school_mathematics
167,8.387533,-18.707825,high_school_mathematics
168,20.379068,-3.8273194,high_school_mathematics
169,-3.546335,11.295914,high_school_mathematics
170,-2.1653404,-23.12805,high_school_mathematics
171,-19.927107,-10.902143,high_school_mathematics
172,-1.4718122,-14.285279,high_school_mathematics
173,18.506289,5.3643327,high_school_mathematics
174,12.297225,5.68134,high_school_mathematics
175,-14.424057,-1.9253402,high_school_mathematics
176,5.0309005,4.899563,high_school_mathematics
177,6.0975657,11.390968,high_school_mathematics
178,-0.3542436,-18.665976,high_school_mathematics
179,17.148516,-10.807226,high_school_mathematics
180,25.28198,11.658709,high_school_mathematics
181,0.90304434,-20.39531,high_school_mathematics
182,-4.8784895,-6.817153,high_school_mathematics
183,-15.92377,-12.006483,high_school_mathematics
184,15.793762,-5.4539185,high_school_mathematics
185,-6.285448,-9.834334,high_school_mathematics
186,24.23204,-0.516582,high_school_mathematics
187,11.027585,-2.3725274,high_school_mathematics
188,-9.097646,6.4469714,high_school_mathematics
189,-28.036999,3.5882294,high_school_mathematics
190,-16.419657,-9.796511,high_school_mathematics
191,-29.797533,15.044349,high_school_mathematics
192,17.679462,6.1214027,high_school_mathematics
193,0.6450989,-1.0481871,high_school_mathematics
194,-5.4267373,17.894526,high_school_mathematics
195,-17.095678,-10.7294,high_school_mathematics
196,15.678904,-24.45909,high_school_mathematics
197,17.659143,0.06283179,high_school_mathematics
198,-6.911626,-14.250828,high_school_mathematics
199,-16.848907,-8.034493,high_school_mathematics
200,2.7387898,16.453423,high_school_mathematics
201,-9.469364,-1.4322904,high_school_mathematics
202,20.9554,7.7577205,high_school_mathematics
203,-4.3334637,2.3947115,high_school_mathematics
204,4.318649,3.2366126,high_school_mathematics
205,-1.7662483,-30.962011,high_school_mathematics
206,2.842686,-25.13376,high_school_mathematics
207,6.025151,19.982784,high_school_mathematics
208,-7.986845,5.7823634,high_school_mathematics
209,-99.98076,-7.9809365,high_school_mathematics
210,-13.772722,0.8735522,high_school_mathematics
211,-2.690902,16.750925,high_school_mathematics
212,-2.8767056,-16.309679,high_school_mathematics
213,-2.695169,10.543126,high_school_mathematics
214,7.2572656,10.270164,high_school_mathematics
215,14.538585,0.26177415,high_school_mathematics
216,1.4404511,24.148247,high_school_mathematics
217,15.886873,-25.600704,high_school_mathematics
218,-21.494175,13.507555,high_school_mathematics
219,7.52373,-19.881561,high_school_mathematics
220,25.94187,-7.1298647,high_school_mathematics
221,6.7322297,-10.587592,high_school_mathematics
222,25.481089,-1.9491042,high_school_mathematics
223,-11.684984,-12.948631,high_school_mathematics
224,6.095585,6.9304495,high_school_mathematics
225,8.427756,-11.26627,high_school_mathematics
226,-6.6599026,-13.05022,high_school_mathematics
227,-13.795354,-10.32788,high_school_mathematics
228,-22.381536,15.0348625,high_school_mathematics
229,12.231486,-4.089039,high_school_mathematics
230,-14.12906,16.34499,high_school_mathematics
231,8.570639,-6.69207,high_school_mathematics
232,17.646507,-4.393568,high_school_mathematics
233,-5.151317,-1.2283185,high_school_mathematics
234,0.9976653,-19.259327,high_school_mathematics
235,1.2513052,10.60333,high_school_mathematics
236,25.851942,-2.4438343,high_school_mathematics
237,3.5274668,-24.98337,high_school_mathematics
238,19.911678,-25.462933,high_school_mathematics
239,-23.885519,-3.1583126,high_school_mathematics
240,20.37286,3.2900856,high_school_mathematics
241,7.967566,-27.958767,high_school_mathematics
242,-6.486389,-16.728437,high_school_mathematics
243,-22.190323,12.272446,high_school_mathematics
244,-5.722023,22.91177,high_school_mathematics
245,-4.4892907,-10.143454,high_school_mathematics
246,2.461364,-16.608532,high_school_mathematics
247,-18.819378,-1.761194,high_school_mathematics
248,16.88809,-20.145824,high_school_mathematics
249,2.4532185,25.412102,high_school_mathematics
250,25.692148,-5.971917,high_school_mathematics
251,12.07228,10.488999,high_school_mathematics
252,23.287315,-3.5723624,high_school_mathematics
253,13.400675,-18.520327,high_school_mathematics
254,-12.284604,6.0650063,high_school_mathematics
255,26.43095,3.16437,high_school_mathematics
256,1.8017753,12.451351,high_school_mathematics
257,-2.6945772,-15.493181,high_school_mathematics
258,-1.4976617,-31.449291,high_school_mathematics
259,3.934792,-15.9738865,high_school_mathematics
260,-15.156673,7.721764,high_school_mathematics
261,-7.3785625,15.480791,high_school_mathematics
262,3.3161886,-6.719741,high_school_mathematics
263,-14.438978,-11.082029,high_school_mathematics
264,-11.154885,4.411752,high_school_mathematics
265,14.872938,6.078017,high_school_mathematics
266,17.790712,-15.579008,high_school_mathematics
267,2.337764,-6.9560237,high_school_mathematics
268,7.1067405,-22.910084,high_school_mathematics
269,9.670209,-10.2874975,high_school_mathematics
270,14.424824,10.933737,high_school_mathematics
271,3.7972455,-0.044885095,high_school_mathematics
272,-12.476223,18.638386,high_school_mathematics
273,-14.572059,-15.790393,high_school_mathematics
274,23.537777,11.38609,high_school_mathematics
275,28.182747,3.0685978,high_school_mathematics
276,8.535792,-17.695066,high_school_mathematics
277,13.070133,-21.702316,high_school_mathematics
278,-14.771413,-17.728872,high_school_mathematics
279,11.112047,15.470521,high_school_mathematics
280,1.3792297,-2.895181,high_school_mathematics
281,-6.7499385,12.657438,high_school_mathematics
282,-10.647391,9.319398,high_school_mathematics
283,1.0789416,16.572447,high_school_mathematics
284,-25.369717,6.2282763,high_school_mathematics
285,-15.704662,13.590583,high_school_mathematics
286,7.0575533,-0.41064712,high_school_mathematics
287,12.493045,-6.8072157,high_school_mathematics
288,-13.598916,-21.920532,high_school_mathematics
289,-8.158325,-27.692156,high_school_mathematics
290,5.0309005,4.899563,high_school_mathematics
291,-5.2679205,14.558377,high_school_mathematics
292,-14.905441,1.0655571,high_school_mathematics
293,-29.847448,3.0549886,high_school_mathematics
294,3.3093767,5.854751,high_school_mathematics
295,-7.3869286,18.354197,high_school_mathematics
296,10.309498,-1.3239542,high_school_mathematics
297,13.208762,-12.125576,high_school_mathematics
298,-24.5068,3.5209832,high_school_mathematics
299,-19.758207,3.0905695,high_school_mathematics
300,-22.365524,-4.732104,high_school_mathematics
301,-10.282173,-8.993672,high_school_mathematics
302,-12.261796,-18.861526,high_school_mathematics
303,-4.5718913,-2.9036007,high_school_mathematics
