topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,recommendation,recommendation_lists
high_school_mathematics,C,A,C,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""6/7""],""high_school_mathematics"":[0.545,0.44,""7/10""],""college_mathematics"":[0.435,0.51,""3/9""]}"
elementary_mathematics,C,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""7/10""],""college_mathematics"":[0.435,0.51,""3/9""]}"
elementary_mathematics,B,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/9""],""high_school_mathematics"":[0.545,0.44,""7/10""],""college_mathematics"":[0.435,0.51,""3/9""]}"
college_mathematics,D,D,D,D,True,False,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/9""],""high_school_mathematics"":[0.545,0.44,""7/10""],""college_mathematics"":[0.435,0.51,""3/9""]}"
high_school_mathematics,B,D,D,D,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/9""],""high_school_mathematics"":[0.545,0.44,""7/10""],""college_mathematics"":[0.435,0.51,""3/9""]}"
high_school_mathematics,B,B,A,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/9""],""high_school_mathematics"":[0.545,0.44,""7/11""],""college_mathematics"":[0.435,0.51,""3/9""]}"
elementary_mathematics,C,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""9/10""],""high_school_mathematics"":[0.545,0.44,""7/11""],""college_mathematics"":[0.435,0.51,""3/9""]}"
high_school_mathematics,B,B,B,B,True,False,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""9/10""],""high_school_mathematics"":[0.545,0.44,""7/11""],""college_mathematics"":[0.435,0.51,""3/9""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""10/11""],""high_school_mathematics"":[0.545,0.44,""7/11""],""college_mathematics"":[0.435,0.51,""3/9""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/11""],""high_school_mathematics"":[0.545,0.44,""7/11""],""college_mathematics"":[0.435,0.51,""3/9""]}"
elementary_mathematics,C,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""11/12""],""high_school_mathematics"":[0.545,0.44,""7/11""],""college_mathematics"":[0.435,0.51,""3/9""]}"
elementary_mathematics,A,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""12/13""],""high_school_mathematics"":[0.545,0.44,""7/11""],""college_mathematics"":[0.435,0.51,""3/9""]}"
college_mathematics,B,D,B,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""12/13""],""high_school_mathematics"":[0.545,0.44,""7/11""],""college_mathematics"":[0.435,0.51,""3/9""]}"
high_school_mathematics,C,C,A,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""12/13""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""3/9""]}"
college_mathematics,A,A,A,A,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""12/13""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""4/10""]}"
elementary_mathematics,A,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""13/14""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""4/10""]}"
high_school_mathematics,C,D,D,B,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""13/14""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""4/10""]}"
elementary_mathematics,B,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""14/15""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""4/10""]}"
high_school_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""14/15""],""high_school_mathematics"":[0.545,0.44,""8/13""],""college_mathematics"":[0.435,0.51,""4/10""]}"
high_school_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""14/15""],""high_school_mathematics"":[0.545,0.44,""9/14""],""college_mathematics"":[0.435,0.51,""4/10""]}"
elementary_mathematics,A,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""9/14""],""college_mathematics"":[0.435,0.51,""4/10""]}"
high_school_mathematics,C,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""10/15""],""college_mathematics"":[0.435,0.51,""4/10""]}"
high_school_mathematics,B,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""11/16""],""college_mathematics"":[0.435,0.51,""4/10""]}"
high_school_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/10""]}"
high_school_mathematics,B,C,C,A,False,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/10""]}"
college_mathematics,B,C,B,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/10""]}"
elementary_mathematics,D,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""16/17""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/10""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""17/18""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/10""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/10""]}"
college_mathematics,B,B,A,B,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/11""]}"
elementary_mathematics,A,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""19/20""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/11""]}"
college_mathematics,C,D,C,D,True,False,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""19/20""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/11""]}"
college_mathematics,C,B,C,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""19/20""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/11""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""20/21""],""high_school_mathematics"":[0.545,0.44,""12/17""],""college_mathematics"":[0.435,0.51,""4/11""]}"
high_school_mathematics,D,B,D,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""20/21""],""high_school_mathematics"":[0.545,0.44,""12/18""],""college_mathematics"":[0.435,0.51,""4/11""]}"
high_school_mathematics,B,A,A,A,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""20/21""],""high_school_mathematics"":[0.545,0.44,""12/18""],""college_mathematics"":[0.435,0.51,""4/11""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""20/21""],""high_school_mathematics"":[0.545,0.44,""12/18""],""college_mathematics"":[0.435,0.51,""4/11""]}"
college_mathematics,D,D,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""20/21""],""high_school_mathematics"":[0.545,0.44,""12/18""],""college_mathematics"":[0.435,0.51,""4/11""]}"
elementary_mathematics,B,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""12/18""],""college_mathematics"":[0.435,0.51,""4/11""]}"
high_school_mathematics,B,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""13/19""],""college_mathematics"":[0.435,0.51,""4/11""]}"
college_mathematics,C,D,C,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""13/19""],""college_mathematics"":[0.435,0.51,""4/11""]}"
college_mathematics,C,C,D,D,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""13/19""],""college_mathematics"":[0.435,0.51,""5/12""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""22/23""],""high_school_mathematics"":[0.545,0.44,""13/19""],""college_mathematics"":[0.435,0.51,""5/12""]}"
college_mathematics,B,D,B,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""22/23""],""high_school_mathematics"":[0.545,0.44,""13/19""],""college_mathematics"":[0.435,0.51,""5/12""]}"
elementary_mathematics,C,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""13/19""],""college_mathematics"":[0.435,0.51,""5/12""]}"
college_mathematics,D,A,D,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""13/19""],""college_mathematics"":[0.435,0.51,""5/12""]}"
elementary_mathematics,B,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""24/25""],""high_school_mathematics"":[0.545,0.44,""13/19""],""college_mathematics"":[0.435,0.51,""5/12""]}"
