topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,recommendation,recommendation_lists
college_mathematics,D,A,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,D,C,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,B,B,B,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,B,B,D,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,D,C,C,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""16/17""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,D,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""16/17""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""17/18""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""4/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,B,B,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""5/9""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,B,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""5/9""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,B,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,B,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""19/20""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,C,B,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""19/21""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""19/21""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,C,B,B,B,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""19/21""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""20/22""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,A,C,A,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""20/22""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/23""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,A,A,A,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""21/23""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,C,C,C,False,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/23""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,B,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""22/24""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,C,C,C,False,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""22/24""],""high_school_mathematics"":[0.545,0.44,""6/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
