topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,recommendation,recommendation_lists
high_school_mathematics,B,B,B,C,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,B,C,C,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,C,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,C,D,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""7/9""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,C,C,A,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""7/9""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,C,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""7/9""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,A,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,B,C,A,True,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,C,C,C,False,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/6""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,D,C,C,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,C,B,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,A,A,A,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,C,C,B,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,A,A,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,C,C,B,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,C,C,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,D,B,B,D,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,D,A,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,A,A,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,B,B,B,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/11""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,A,A,A,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""9/12""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,D,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/13""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,B,C,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/14""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,D,D,D,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/14""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,C,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/14""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,B,D,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,B,B,B,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/7""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,A,A,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,C,C,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,D,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,A,C,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,C,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,D,D,C,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,D,D,D,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,B,B,D,False,True,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,A,B,B,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,B,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,B,B,B,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,C,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""10/15""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,D,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/16""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,C,C,C,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/16""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,A,C,C,A,False,True,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/16""],""high_school_mathematics"":[0.545,0.44,""3/8""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,C,C,C,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""11/16""],""high_school_mathematics"":[0.545,0.44,""4/9""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,A,A,A,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""12/17""],""high_school_mathematics"":[0.545,0.44,""4/9""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,D,B,A,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""12/17""],""high_school_mathematics"":[0.545,0.44,""4/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,D,C,B,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""12/18""],""high_school_mathematics"":[0.545,0.44,""4/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,A,A,C,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""12/18""],""high_school_mathematics"":[0.545,0.44,""4/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
elementary_mathematics,B,D,D,D,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""12/18""],""high_school_mathematics"":[0.545,0.44,""4/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
