topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,recommendation,recommendation_lists
elementary_mathematics,D,D,D,D,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""14/15""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,D,B,B,True,False,You were wrong by yourself on college_mathematics last time. You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""14/15""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""14/15""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,A,C,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,C,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""5/10""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,D,C,D,D,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""6/11""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,D,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,B,C,A,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/16""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,C,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""16/17""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""16/17""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""17/18""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,C,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""17/18""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,D,C,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,A,A,A,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,C,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,B,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,A,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""19/20""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,B,B,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""19/20""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""20/21""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,C,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,B,B,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""8/14""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,A,C,D,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""8/14""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,D,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,B,B,C,False,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,D,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""22/23""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,C,C,C,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,B,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""10/16""],""college_mathematics"":[0.435,0.51,""2/6""]}"
