topic,llm_answer,population_answer,response,label,llm_support_used,human_support_used,recommendation,recommendation_lists
high_school_mathematics,D,B,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""7/9""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,C,B,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""8/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,C,A,C,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""8/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,B,C,B,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""8/10""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
high_school_mathematics,B,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""9/11""],""college_mathematics"":[0.435,0.51,""2 / 5""]}"
college_mathematics,D,B,D,D,False,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""9/11""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,B,C,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""7/8""],""high_school_mathematics"":[0.545,0.44,""10/12""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,A,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/9""],""high_school_mathematics"":[0.545,0.44,""10/12""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,A,C,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""10/12""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,C,C,A,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,B,B,B,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""8/10""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""9/11""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,C,D,D,C,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""9/11""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,C,C,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""9/11""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""10/12""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""11/13""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""12/14""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,D,C,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""12/14""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,A,A,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""13/15""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,D,C,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""14/16""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""15/17""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,C,C,C,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""15/17""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""16/18""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""17/19""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/20""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,C,B,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/20""],""high_school_mathematics"":[0.545,0.44,""10/13""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,C,A,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/20""],""high_school_mathematics"":[0.545,0.44,""11/14""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,A,C,D,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/21""],""high_school_mathematics"":[0.545,0.44,""11/14""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,D,C,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/21""],""high_school_mathematics"":[0.545,0.44,""11/14""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,C,C,C,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/21""],""high_school_mathematics"":[0.545,0.44,""11/14""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,C,B,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/21""],""high_school_mathematics"":[0.545,0.44,""12/15""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,D,D,D,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""18/21""],""high_school_mathematics"":[0.545,0.44,""12/15""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,A,B,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/21""],""high_school_mathematics"":[0.545,0.44,""13/16""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,B,B,B,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/21""],""high_school_mathematics"":[0.545,0.44,""13/16""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,A,A,C,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""13/16""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,B,A,B,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""13/16""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,B,D,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""13/16""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,D,B,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""14/17""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,B,B,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""14/17""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,B,A,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""15/18""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,C,B,C,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""15/18""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,C,C,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""15/18""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,C,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""16/19""],""college_mathematics"":[0.435,0.51,""3/6""]}"
elementary_mathematics,B,C,C,C,False,True,You were wrong by yourself on elementary_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""16/19""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,D,C,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""17/20""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,D,D,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""18/21""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,C,C,C,C,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""19/22""],""college_mathematics"":[0.435,0.51,""3/6""]}"
college_mathematics,B,C,B,B,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""19/22""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,B,B,D,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""19/23""],""college_mathematics"":[0.435,0.51,""3/6""]}"
high_school_mathematics,C,A,A,D,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""18/22""],""high_school_mathematics"":[0.545,0.44,""19/23""],""college_mathematics"":[0.435,0.51,""3/6""]}"
