topic,response,label,llm_support_used,human_support_used,recommendation,recommendation_lists
college_mathematics,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""17/18""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/12""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,A,A,False,True,You were wrong by yourself on high_school_mathematics last time. You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""18/19""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""19/20""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,B,A,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""19/20""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""20/21""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,A,A,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""7/13""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,B,False,False,You should outsource this problem to a human agent,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""8/14""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,D,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""8/14""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,B,C,False,True,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,D,D,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""21/22""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""22/23""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
elementary_mathematics,B,B,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,C,C,True,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
college_mathematics,C,C,True,False,You should outsource this problem to the AI agent,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""9/15""],""college_mathematics"":[0.435,0.51,""2/6""]}"
high_school_mathematics,D,D,False,False,You should attempt this problem by yourself,"{""elementary_mathematics"":[0.7975,0.62,""23/24""],""high_school_mathematics"":[0.545,0.44,""10/16""],""college_mathematics"":[0.435,0.51,""2/6""]}"
